date,00287YAM1,03040WAX3,BSD8NXKU1,BSD5SP2T2,BSDHTF4J7,035240AT7,035240AN0,037833EK2,BSD4BAGD6,00206RKD3,BSD8E5UM9,BSD01DGT4,06051GJA8,BRT1BZ9G3,BSD7WR5T6,BSD3W4160,BSD7EYC63,BSD4R5H07,171239AB2,125523CJ7,125523CK4,BSDG2H3F3,20030NBT7,20030NCN9,2027A0JN0,BSDEDVPR5,126408HG1,BSD7EY4E5,BSD5UKKJ2,BSD4UH7D0,BSD4B19U6,25243YAV1,BSD6X9468,260543DB6,BSDH022X8,BSDF4YXP1,BSD4V9FZ9,BSD9EWMQ8,BSDCMX1E0,29278GAC2,BSD4L0T68,BSD4JBE22,29446MAH5,BSD60RY61,BRT1Y5SK4,BRT8NZZL5,BSD7RN8E1,BSD0SELH3,BSD14ZPC7,BRSXFCK03,BSD756Q02,BSDC40JK9,BSD7RQFJ5,BRT0VJE32,BRSY45S18,BSDDEYM44,BSD7MBXB0,BSDE4MYS3,375558BT9,377372AJ6,437076CG5,437076CD2,404280AM1,BSD4H8703,BSD9N9ZD4,46647PBN5,BSD3DXSX9,57636QAQ7,BSD6ZUYK5,594918BU7,BSD9DPYZ1,BSD856B22,609207AF2,BSDFHN9A1,BSD7CNFG4,BSD8F45J6,BSDGZNBR9,641062AN4,BRTB3D342,BSD7SC3C3,BSD38ZTN1,BSD4A4UY9,717081FA6,BSDHP9NP0,BSD9RETV6,BSD2ETSH4,BSDGBNZK4,74432QCF0,21685WCJ4,BRSE8QCX9,78409VAR5,BSD9G9CU9,822905AE5,BSDHVFCC0,82620KAT0,BSD0T3UM5,BSD7PH4V2,87612EBG0,BRW6JRZG9,BSD3WBWV5,BSD7B6TZ5,BSD9SHEG7,BSD3NFSJ8,BSD6KDN54,BSD9LVM41,BSD4FKXA7,BSD61L9A2,89153VAW9,89417EAL3,902674A26,907818ER5,91324PEA6,BSD60JYT9,92343VFK5,92343VFD1,92826CAQ5,931142EC3,254687FZ4,BSD3T2G05
2044/12,,,,,,1723.4,,,,,,,,,,,,,,,,,,,,,,15296.5,,42560,,,,,,,10000,,,,,,,,,,,,,16187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11250,,,,,,,,,,,,21036.43,,22308.51,,,,,,,21042.77,,
2045/01,,,,,,,,,,,,,,,,,,,,,,,,,21591.06,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,10482.5,,,,,,,,,,,,,224595,,,5100,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,,,,,,,,,,,25445.11,
2045/02,,,,,,,,22978.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2045/03,,,33016.04,,,,,,,,,,22743.18,,,,,,,,20255.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43800,,,,,,,,,23901.6,,,,,,,25770.43,,,,,,,,,,21123.4,,,,,,,,,,17350.64,,37125,,,,,17246.81,,,,,,,,,,,,,,,,23099.57,,,,1702.13,,,,
2045/04,,,,,,,23665.53,,,,32200,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,21759.15,,,,,,,,,,,,,,,,23245.96,,,2993.62,,,,19818.22,,,,,,,,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045/05,,16442.55,,,258230,,,,,,,,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,19929.79,,,,,22687.5,,,,,,,,44505,194427.01,,,,,,,,,,,,,,,,,,,,85650,,,,,,,,,10834.47,,,,,,,,,,18195.74,208000,,,,20894.04,,,,,,,,,,,21319.15,,,33191.49,,,,,,,
2045/06,,,,,,1723.4,,,,,,,,232297.82,32565,8855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,22308.51,,,,,,,21042.77,,
2045/07,,,,,,,,,,,,,,,,,,,,,,,,,21591.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25445.11,
2045/08,,,,,,,,22978.72,,,,,,,,,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60660,0,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2045/09,,,33016.04,,,,,,,,,,22743.18,,,,,,,,20255.32,,,,,,,,,,43542,,,,,,,28787.74,,,,,,,,,,,,,,,,,,,,,,,23901.6,,,,,,,25770.43,,,,,,,,,,21123.4,,,,22000,,,,,,17350.64,,,,,,,17246.81,,,,,,,,,,,,,,,,23099.57,,,,1702.13,,,,
2045/10,,,,,,,23665.53,,,,,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,21759.15,,,,,,20010,,,,,,,,,,23245.96,,,2993.62,,,9310,19818.22,,,38057.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44654.92,11250,,,,,,,,,,,,,
2045/11,,16442.55,,,,,,,,,,143385,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,19929.79,,,,,,,,27600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10834.47,,,,,,,,,,18195.74,,,,,20894.04,,,,,,,,,,,21319.15,,,33191.49,,,,,,,
2045/12,,,,,,1723.4,,,,,,,,,,,,,,,,,,,,,,15291,,42560,,,,,,,10000,,,,,,,,,,,,,16187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11250,,,,,,,,,,,,21036.43,,22308.51,,,,,,,21042.77,,
2046/01,,,,,,,,,,,,,,,,,,,,,,,,,21591.06,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,10482.5,,,,,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,,,,,,,,,,,25445.11,
2046/02,,,,,,,,22978.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2046/03,,,33016.04,,,,,,,,,,22743.18,,,,,,,,20255.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43800,,,,,,,,,23901.6,,,,,,,25770.43,,,,,,,,,,21123.4,,,,,,,,,,17350.64,,37125,,,,,17246.81,,,,,,,,,,,,,,,,23099.57,,,,1702.13,,,,
2046/04,,,,,,,23665.53,,,,32200,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,21759.15,,,,,,,,,,,,,,,,23245.96,,,2993.62,,,,19818.22,,,,,,,,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046/05,,16442.55,,,,,,,,,,,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,19929.79,,,,,22687.5,,,,,,,,44505,194427.01,,,,,,,,,,,,,,,,,,,,85650,,,,,,,,,10834.47,,,,,,,,,,927982.98,,,,,20894.04,,,,,,,,,,,1158340.43,,,33191.49,,,,,,,
2046/06,,,,,,1723.4,,,,,,,,232297.82,32565,8855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,22308.51,,,,,,,21042.77,,
2046/07,,,,,,,,,,,,,,,,,,,,,,,,,21591.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25445.11,
2046/08,,,,,,,,22978.72,,,,,,,,,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60660,0,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2046/09,,,33016.04,,,,,,,,,,22743.18,,,,,,,,20255.32,,,,,,,,,,43542,,,,,,,28811.25,,,,,,,,,,,,,,,,,,,,,,,23901.6,,,,,,,25770.43,,,,,,,,,,21123.4,,,,22000,,,,,,17350.64,,,,,,,17246.81,,,,,,,,,,,,,,,,23099.57,,,,1702.13,,,,
2046/10,,,,,,,23665.53,,,,,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,21759.15,,,,,,20010,,,,,,,,,,23245.96,,,2993.62,,,1339310,19818.22,,,38057.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44680,11250,,,,,,,,,,,,,
2046/11,,16442.55,,,,,,,,,,143385,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,19929.79,,,,,,,,27600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10834.47,,,,,,,,,,,,,,,20894.04,,,,,,,,,,,,,,33191.49,,,,,,,
2046/12,,,,,,1723.4,,,,,,,,,,,,,,,,,,,,,,15293.75,,42560,,,,,,,10000,,,,,,,,,,,,,16187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11250,,,,,,,,,,,,21036.43,,22308.51,,,,,,,21042.77,,
2047/01,,,,,,,,,,,,,,,,,,,,,,,,,21591.06,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,10482.5,,,,,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,,,,,,,,,,,25445.11,
2047/02,,,,,,,,22978.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2047/03,,,33016.04,,,,,,,,,,22743.18,,,,,,,,20255.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43800,,,,,,,,,23901.6,,,,,,,25770.43,,,,,,,,,,21123.4,,,,,,,,,,17350.64,,37125,,,,,838523.4,,,,,,,,,,,,,,,,23099.57,,,,1702.13,,,,
2047/04,,,,,,,23665.53,,,,32200,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,21759.15,,,,,,,,,,,,,,,,23245.96,,,2993.62,,,,19818.22,,,,,,,,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047/05,,16442.55,,,,,,,,,,,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,859078.72,,,,,1672687.5,,,,,,,,44505,194427.01,,,,,,,,,,,,,,,,,,,,85650,,,,,,,,,10834.47,,,,,,,,,,,,,,,20894.04,,,,,,,,,,,,,,33191.49,,,,,,,
2047/06,,,,,,1723.4,,,,,,,,232297.82,32565,8855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22308.51,,,,,,,,,
2047/07,,,,,,,,,,,,,,,,,,,,,,,,,1128825.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,,,,,,,,21042.77,25445.11,
2047/08,,,,,,,,22978.72,,,,,,,,,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60660,0,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2047/09,,,33016.04,,,,,,,,,,22743.18,,,,,,,,20255.32,,,,,,,,,,43542,,,,,,,28811.25,,,,,,,,,,,,,,,,,,,,,,,23901.6,,,,,,,25770.43,,,,,,,,,,21123.4,,,,22000,,,,,,17350.64,,,,,,,,,,,,,,,,,,,,,,,23099.57,,,,1702.13,,,,
2047/10,,,,,,,23665.53,,,,,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,21759.15,,,,,,20010,,,,,,,,,,23245.96,,,2993.62,,,,19818.22,,,38057.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44680,11250,,,,,,,,,,,,,
2047/11,,16442.55,,,,,,,,,,143385,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,,,,,,,,,1867600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10834.47,,,,,,,,,,,,,,,1092383.4,,,,,,,,,,,,,,33191.49,,,,,,,
2047/12,,,,,,1723.4,,,,,,,,,,,,,,,,,,,,,,15293.75,,42560,,,,,,,10000,,,,,,,,,,,,,16187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511250,,,,,,,,,,,,21036.43,,22308.51,,,,,,,21042.77,,
2048/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,10482.5,,,,,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,,,,,,,,,,,25445.11,
2048/02,,,,,,,,22978.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2048/03,,,33016.04,,,,,,,,,,22743.18,,,,,,,,20255.32,,,,,,,,,,,,,,,,,,,,,,,,,24000,,,,,,43800,,,,,,,,,23901.6,,,,,,,25770.43,,,,,,,,,,21123.4,,,,,,,,,,17350.64,,37125,,,,,,,,,,,,,,,,,,,,,23099.57,,,,1702.13,,,,
2048/04,,,,,,,1052601.7,,,,32200,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,21759.15,,,,,,,,,,,,,,,,23245.96,,,2993.62,,,,19818.22,,,,,,,,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048/05,,16442.55,,,,,,,,,,,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,,,,,,,,,,,,,,44505,194427.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10834.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33191.49,,,,,,,
2048/06,,,,,,1723.4,,,,,,,,232297.82,32565,8855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85650,,,,,1898985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,1013797.87,,,,,,,1060191.7,,
2048/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25445.11,
2048/08,,,,,,,,22978.72,,,,,,,,,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60660,0,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2048/09,,,33016.04,,,,,,,,,,22743.18,,,,,,,,20255.32,,,,,,,,,,43542,,,,,,,28834.76,,,,,,,,,,,,,,,,,,,,,,,23901.6,,,,,,,25770.43,,,,,,,,,,1077293.62,,,,22000,,,,,,17350.64,,,,,,,,,,,,,,,,,,,,,,,23099.57,,,,1702.13,,,,
2048/10,,,,,,,,,,,,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,21759.15,,,,,,1354010,,,,,,,,,,23245.96,,,2993.62,,,,19818.22,,,38057.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44705.08,11250,,,,,,,,,,,,,
2048/11,,16442.55,,,,,,,,,,143385,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10834.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33191.49,,,,,,,
2048/12,,,,,,1723.4,,,,,,,,,,,,,,,,,,,,,,15296.5,,42560,,,,,,,10000,,,,,,,,,,,,,16187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,,,,,,,,,,
2049/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,10482.5,,,,,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,,,,,,,,,,,25445.11,
2049/02,,,,,,,,22978.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2049/03,,,33016.04,,,,,,,,,,22743.18,,,,,,,,20255.32,,,,,,,,,,,,,,,,,,,,,,,,,24000,,,,,,43800,,,,,,,,,23901.6,,,,,,,25770.43,,,,,,,,,,,,,,,,,,,,17350.64,,37125,,,,,,,,,,,,,,,,,,,,,23099.57,,,,1702.13,,,,
2049/04,,,,,,,,,,,32200,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,21759.15,,,,,,,,,,,,,,,,23245.96,,,2993.62,,,,19818.22,,,,,,,,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049/05,,16442.55,,,,,,,,,,,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,,,,,,,,,,,,,,44505,194427.01,,,,,,,,,,,,,,,,,,,,85650,,,,,,,,,10834.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33191.49,,,,,,,
2049/06,,,,,,1723.4,,,,,,,,232297.82,32565,1108855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,,,,,,,,,,
2049/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25445.11,
2049/08,,,,,,,,22978.72,,,,,,,,,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60660,0,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2049/09,,,33016.04,,,,,,,,,,22743.18,,,,,,,,20255.32,,,,,,,,,,2462542,,,,,,,28787.74,,,,,,,,,,,,,,,,,,,,,,,23901.6,,,,,,,25770.43,,,,,,,,,,,,,,1622000,,,,,,17350.64,,,,,,,,,,,,,,,,,,,,,,,23099.57,,,,1702.13,,,,
2049/10,,,,,,,,,,,,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,21759.15,,,,,,,,,,,,,,,,23245.96,,,2993.62,,,,19818.22,,,38057.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44654.92,611250,,,,,,,,,,,,,
2049/11,,16442.55,,,,,,,,,,143385,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10834.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33191.49,,,,,,,
2049/12,,,,,,1723.4,,,,,,,,,,,,,,,,,,,,,,15291,,2474560,,,,,,,510000,,,,,,,,,,,,,16187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,,,,,,,,,,
2050/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,4203482.5,,,,,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,,,,,,,,,,,25445.11,
2050/02,,,,,,,,22978.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,18536.17,,,
2050/03,,,33016.04,,,,,,,,,,1136785.73,,,,,,,,1211744.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43800,,,,,,,,,23901.6,,,,,,,1364493.83,,,,,,,,,,,,,,,,,,,,17350.64,,37125,,,,,,,,,,,,,,,,,,,,,23099.57,,,,86808.51,,,,
2050/04,,,,,,,,,,,32200,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,1197929.36,,,,,,,,,,,,,,,,23245.96,,,181717.02,,,,1294711.84,,,,,,,,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050/05,,969634.04,,,,,,,,,,,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,,,,,,,,,,,,,,44505,194427.01,,,,,,,,,,,,,,,,,,,,85650,,,,,,,,,813387.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33191.49,,,,,,,
2050/06,,,,,,78319.15,,,,,,,,232297.82,32565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,,,,,,,,,,
2050/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25445.11,
2050/08,,,,,,,,22978.72,,,,,,,,,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60660,8334918.62,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,1872153.19,,,
2050/09,,,33016.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28811.25,,,,,,,,,,,,,,,,,,,,,,,23901.6,,,,,,,,,,,,,,,,,,,,,,,,,,,17350.64,,,,,,,,,,,,,,,,,,,,,,,23099.57,,,,,,,,
2050/10,,,,,,,,,,,,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683671.49,,,,,,,,,,2380057.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44680,,,,,,,,,,,,,,
2050/11,,,,,,,,,,,,143385,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33191.49,,,,,,,
2050/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462293.75,,,,,,,,,,,,,,,,,,,,,,16187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,,,,,,,,,,
2051/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2555100,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,,,,,,,,,,,1439062.13,
2051/02,,,,,,,,22978.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051/03,,,33016.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43800,,,,,,,,,2036667.55,,,,,,,,,,,,,,,,,,,,,,,,,,,955222.98,,37125,,,,,,,,,,,,,,,,,,,,,23099.57,,,,,,,,
2051/04,,,,,,,,,,,32200,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051/05,,,,,,,,,,,,,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,,,,,,,,,,,,,,44505,194427.01,,,,,,,,,,,,,,,,,,,,85650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33191.49,,,,,,,
2051/06,,,,,,,,,,,,,,232297.82,32565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,,,,,,,,,,
2051/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051/08,,,,,,,,1725106.38,,,,,,,,,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60660,,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051/09,,,33016.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589811.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23099.57,,,,,,,,
2051/10,,,,,,,,,,,,,,,,,,,,,,,,29004.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278680,,,,,,,,,,,,,,
2051/11,,,,,,,,,,,,143385,,,,,,,,,,,,,,,22787.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33191.49,,,,,,,
2051/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036.43,,,,,,,,,,,
2052/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,,,,,,,,,,,,
2052/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,20523.19,,,,,,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052/03,,,33016.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37125,,,,,,,,,,,,,,,,,,,,,23099.57,,,,,,,,
